cod_grupo,cod_grupo_padre
GR002581,GR008013
GR002582,GR008492
GR002583,GR007653
GR002584,GR009073
GR002585,GR004273
GR002586,GR000111
GR002587,GR001069
GR002588,GR000490
GR002589,GR002187
GR002590,GR009294
GR002591,GR009679
GR002592,GR007820
GR002593,GR008344
GR002594,GR002904
GR002595,GR001427
GR002596,GR002872
GR002597,GR000177
GR002598,GR009698
GR002599,GR007053
GR002600,GR001677
GR002601,GR005486
GR002602,GR003240
GR002603,GR008730
GR002604,GR001959
GR002605,GR002510
GR002606,GR004859
GR002607,GR004267
GR002608,GR005120
GR002609,GR003131
GR002610,GR002517
GR002611,GR004682
GR002612,GR004774
GR002613,GR009263
GR002614,GR003313
GR002615,GR006540
GR002616,GR007212
GR002617,GR000743
GR002618,GR009601
GR002619,GR007623
GR002620,GR005575
GR002621,GR007675
GR002622,GR003126
GR002623,GR003960
GR002624,GR008743
GR002625,GR002917
GR002626,GR007110
GR002627,GR002722
GR002628,GR009797
GR002629,GR001506
GR002630,GR004365
GR002631,GR007001
GR002632,GR008201
GR002633,GR000218
GR002634,GR007121
GR002635,GR008876
GR002636,GR004587
GR002637,GR002535
GR002638,GR006589
GR002639,GR001376
GR002640,GR006638
GR002641,GR003202
GR002642,GR006273
GR002643,GR009187
GR002644,GR000988
GR002645,GR003387
GR002646,GR002545
GR002647,GR001911
GR002648,GR004769
GR002649,GR006982
GR002650,GR004124
GR002651,GR008187
GR002652,GR004013
GR002653,GR009570
GR002654,GR004667
GR002655,GR009255
GR002656,GR008936
GR002657,GR009118
GR002658,GR001590
GR002659,GR009935
GR002660,GR009320
GR002661,GR005738
GR002662,GR000980
GR002663,GR000798
GR002664,GR000488
GR002665,GR001970
GR002666,GR005423
GR002667,GR001405
GR002668,GR000183
GR002669,GR005801
GR002670,GR006323
GR002671,GR006427
GR002672,GR008371
GR002673,GR006718
GR002674,GR002874
GR002675,GR001417
GR002676,GR003702
GR002677,GR001745
GR002678,GR002592
GR002679,GR006187
GR002680,GR006344
GR002681,GR005068
GR002682,GR000618
GR002683,GR002585
GR002684,GR001857
GR002685,GR009726
GR002686,GR003299
GR002687,GR006380
GR002688,GR006083
GR002689,GR006017
GR002690,GR004815
GR002691,GR001813
GR002692,GR003850
GR002693,GR006052
GR002694,GR009709
GR002695,GR006463
GR002696,GR010061
GR002697,GR001750
GR002698,GR005539
GR002699,GR009953
GR002700,GR004502
GR002701,GR000128
GR002702,GR006287
GR002703,GR003481
GR002704,GR007513
GR002705,GR001371
GR002706,GR004634
GR002707,GR001118
GR002708,GR001931
GR002709,GR001464
GR002710,GR003928
GR002711,GR004816
GR002712,GR004126
GR002713,GR000020
GR002714,GR000166
GR002715,GR006909
GR002716,GR002438
GR002717,GR004028
GR002718,GR003004
GR002719,GR008015
GR002720,GR006304
GR002721,GR000106
GR002722,GR002313
GR002723,GR006631
GR002724,GR004955
GR002725,GR001693
GR002726,GR000422
GR002727,GR009103
GR002728,GR003239
GR002729,GR006611
GR002730,GR006155
GR002731,GR008988
GR002732,GR004793
GR002733,GR004718
GR002734,GR008473
GR002735,GR003358
GR002736,GR002900
GR002737,GR001288
GR002738,GR006701
GR002739,GR000890
GR002740,GR008821
GR002741,GR003979
GR002742,GR009273
GR002743,GR004154
GR002744,GR004125
GR002745,GR005281
GR002746,GR010004
GR002747,GR002554
GR002748,GR006483
GR002749,GR004451
GR002750,GR002806
GR002751,GR007162
GR002752,GR003843
GR002753,GR007123
GR002754,GR004935
GR002755,GR004748
GR002756,GR009266
GR002757,GR008839
GR002758,GR001649
GR002759,GR006780
GR002760,GR006789
GR002761,GR005365
GR002762,GR009451
GR002763,GR004017
GR002764,GR004042
GR002765,GR005852
GR002766,GR002385
GR002767,GR007186
GR002768,GR001764
GR002769,GR009587
GR002770,GR005597
GR002771,GR005168
GR002772,GR005647
GR002773,GR008779
GR002774,GR008109
GR002775,GR003723
GR002776,GR007554
GR002777,GR007694
GR002778,GR003039
GR002779,GR009489
GR002780,GR000202
GR002781,GR007289
GR002782,GR004395
GR002783,GR004775
GR002784,GR005108
GR002785,GR006088
GR002786,GR008265
GR002787,GR006167
GR002788,GR004636
GR002789,GR004645
GR002790,GR002457
GR002791,GR006850
GR002792,GR008916
GR002793,GR007269
GR002794,GR002926
GR002795,GR005777
GR002796,GR002993
GR002797,GR001999
GR002798,GR007988
GR002799,GR000564
GR002800,GR000698
GR002801,GR004465
GR002802,GR004983
GR002803,GR006128
GR002804,GR005704
GR002805,GR008009
GR002806,GR007274
GR002807,GR006905
GR002808,GR005352
GR002809,GR002194
GR002810,GR004128
GR002811,GR000513
GR002812,GR009821
GR002813,GR009375
GR002814,GR003314
GR002815,GR006011
GR002816,GR004594
GR002817,GR000349
GR002818,GR007865
GR002819,GR002204
GR002820,GR001834
GR002821,GR008372
GR002822,GR008277
GR002823,GR010034
GR002824,GR007754
GR002825,GR003086
GR002826,GR004365
GR002827,GR006810
GR002828,GR008008
GR002829,GR000572
GR002830,GR002409
GR002831,GR007596
GR002832,GR004703
GR002833,GR003519
GR002834,GR004198
GR002835,GR008464
GR002836,GR006482
GR002837,GR006974
GR002838,GR007862
GR002839,GR005718
GR002840,GR004693
GR002841,GR000921
GR002842,GR004275
GR002843,GR005071
GR002844,GR008231
GR002845,GR001008
GR002846,GR000432
GR002847,GR003815
GR002848,GR007309
GR002849,GR003615
GR002850,GR009324
GR002851,GR003844
GR002852,GR009254
GR002853,GR002778
GR002854,GR004858
GR002855,GR005240
GR002856,GR006415
GR002857,GR009306
GR002858,GR009171
GR002859,GR008497
GR002860,GR009609
GR002861,GR004543
GR002862,GR000048
GR002863,GR007446
GR002864,GR001991
GR002865,GR002836
GR002866,GR007221
GR002867,GR000101
GR002868,GR004284
GR002869,GR006447
GR002870,GR007497
GR002871,GR003780
GR002872,GR010064
GR002873,GR006903
GR002874,GR009678
GR002875,GR006627
GR002876,GR001087
GR002877,GR004722
GR002878,GR007755
GR002879,GR009808
GR002880,GR008805
GR002881,GR000432
GR002882,GR004885
GR002883,GR003345
GR002884,GR002473
GR002885,GR005567
GR002886,GR005156
GR002887,GR005039
GR002888,GR007464
GR002889,GR004293
GR002890,GR005168
GR002891,GR007075
GR002892,GR002009
GR002893,GR003949
GR002894,GR008536
GR002895,GR002951
GR002896,GR005680
GR002897,GR005123
GR002898,GR002804
GR002899,GR002092
GR002900,GR004149
GR002901,GR003504
GR002902,GR004109
GR002903,GR009342
GR002904,GR005922
GR002905,GR001834
GR002906,GR001084
GR002907,GR006348
GR002908,GR002317
GR002909,GR008884
GR002910,GR004324
GR002911,GR009096
GR002912,GR008015
GR002913,GR009282
GR002914,GR003265
GR002915,GR009204
GR002916,GR004353
GR002917,GR000841
GR002918,GR006522
GR002919,GR007059
GR002920,GR009836
GR002921,GR006146
GR002922,GR009130
GR002923,GR008824
GR002924,GR008999
GR002925,GR009852
GR002926,GR008606
GR002927,GR004574
GR002928,GR003369
GR002929,GR005072
GR002930,GR002022
GR002931,GR001641
GR002932,GR006297
GR002933,GR004780
GR002934,GR009120
GR002935,GR006078
GR002936,GR003264
GR002937,GR007457
GR002938,GR002768
GR002939,GR003304
GR002940,GR003029
GR002941,GR007832
GR002942,GR001902
GR002943,GR006491
GR002944,GR006378
GR002945,GR007646
GR002946,GR000736
GR002947,GR009890
GR002948,GR002198
GR002949,GR003602
GR002950,GR002218
GR002951,GR008438
GR002952,GR000917
GR002953,GR004886
GR002954,GR008426
GR002955,GR005812
GR002956,GR005609
GR002957,GR001307
GR002958,GR009007
GR002959,GR005133
GR002960,GR000713
GR002961,GR006813
GR002962,GR001822
GR002963,GR004388
GR002964,GR002287
GR002965,GR009568
GR002966,GR004479
GR002967,GR007687
GR002968,GR004307
GR002969,GR001701
GR002970,GR005647
GR002971,GR000452
GR002972,GR009747
GR002973,GR008809
GR002974,GR008556
GR002975,GR004903
GR002976,GR008917
GR002977,GR001165
GR002978,GR000205
GR002979,GR005593
GR002980,GR000316
GR002981,GR010072
GR002982,GR010056
GR002983,GR009932
GR002984,GR004428
GR002985,GR003984
GR002986,GR007171
GR002987,GR005755
GR002988,GR007199
GR002989,GR001980
GR002990,GR004502
GR002991,GR003261
GR002992,GR005395
GR002993,GR000503
GR002994,GR007485
GR002995,GR000743
GR002996,GR008756
GR002997,GR004041
GR002998,GR006012
GR002999,GR000114
GR003000,GR002794
GR003001,GR005019
GR003002,GR000548
GR003003,GR004095
GR003004,GR007764
GR003005,GR004720
GR003006,GR000953
GR003007,GR000269
GR003008,GR001599
GR003009,GR009000
GR003010,GR003604
GR003011,GR002084
GR003012,GR009564
GR003013,GR003351
GR003014,GR006996
GR003015,GR004182
GR003016,GR005053
GR003017,GR009499
GR003018,GR009756
GR003019,GR009655
GR003020,GR008315
GR003021,GR002972
GR003022,GR008146
GR003023,GR007627
GR003024,GR004480
GR003025,GR005971
GR003026,GR007532
GR003027,GR003531
GR003028,GR002478
GR003029,GR009601
GR003030,GR009882
GR003031,GR004096
GR003032,GR002011
GR003033,GR000559
GR003034,GR007415
GR003035,GR002711
GR003036,GR005404
GR003037,GR006317
GR003038,GR001867
GR003039,GR007794
GR003040,GR001454
GR003041,GR008137
GR003042,GR009490
GR003043,GR006732
GR003044,GR001761
GR003045,GR009771
GR003046,GR004349
GR003047,GR002962
GR003048,GR008952
GR003049,GR006076
GR003050,GR006481
GR003051,GR006077
GR003052,GR003008
GR003053,GR000755
GR003054,GR003274
GR003055,GR009583
GR003056,GR005363
GR003057,GR007366
GR003058,GR004699
GR003059,GR008967
GR003060,GR004994
GR003061,GR008996
GR003062,GR000747
GR003063,GR007432
GR003064,GR007347
GR003065,GR005558
GR003066,GR001339
GR003067,GR009039
GR003068,GR000169
GR003069,GR005777
GR003070,GR006653
GR003071,GR000477
GR003072,GR005640
GR003073,GR002043
GR003074,GR009139
GR003075,GR004785
GR003076,GR002717
GR003077,GR003008
GR003078,GR003565
GR003079,GR009457
GR003080,GR005627
GR003081,GR009384
GR003082,GR001631
GR003083,GR008883
GR003084,GR006205
GR003085,GR009881
GR003086,GR006870
GR003087,GR009481
GR003088,GR008191
GR003089,GR004681
GR003090,GR009261
GR003091,GR006930
GR003092,GR002890
GR003093,GR005656
GR003094,GR000612
GR003095,GR000525
GR003096,GR001407
GR003097,GR000310
GR003098,GR005885
GR003099,GR008822
GR003100,GR009186
GR003101,GR005931
GR003102,GR002231
GR003103,GR002582
GR003104,GR000700
GR003105,GR005530
GR003106,GR008680
GR003107,GR003474
GR003108,GR007246
GR003109,GR002545
GR003110,GR005350
GR003111,GR009173
GR003112,GR001344
GR003113,GR006245
GR003114,GR002074
GR003115,GR001762
GR003116,GR006356
GR003117,GR001818
GR003118,GR005378
GR003119,GR005068
GR003120,GR009914
GR003121,GR009739
GR003122,GR004910
GR003123,GR001495
GR003124,GR001720
GR003125,GR008749
GR003126,GR001252
GR003127,GR006953
GR003128,GR008568
GR003129,GR000327
GR003130,GR005471
GR003131,GR002188
GR003132,GR003837
GR003133,GR000779
GR003134,GR000503
GR003135,GR008785
GR003136,GR009202
GR003137,GR006424
GR003138,GR008023
GR003139,GR000735
GR003140,GR000103
GR003141,GR008260
GR003142,GR005817
GR003143,GR004960
GR003144,GR004370
GR003145,GR004353
GR003146,GR006219
GR003147,GR001450
GR003148,GR007870
GR003149,GR000398
GR003150,GR001168
GR003151,GR003156
GR003152,GR000754
GR003153,GR008074
GR003154,GR002284
GR003155,GR009366
GR003156,GR000874
GR003157,GR005566
GR003158,GR002785
GR003159,GR003797
GR003160,GR003578
GR003161,GR003946
GR003162,GR009290
GR003163,GR001456
GR003164,GR008272
GR003165,GR007898
GR003166,GR005422
GR003167,GR004287
GR003168,GR008168
GR003169,GR008520
GR003170,GR009158
GR003171,GR004054
GR003172,GR004666
GR003173,GR003249
GR003174,GR001752
GR003175,GR005524
GR003176,GR002723
GR003177,GR003355
GR003178,GR007172
GR003179,GR004374
GR003180,GR007760
GR003181,GR006460
GR003182,GR007137
GR003183,GR005047
GR003184,GR005486
GR003185,GR003873
GR003186,GR001889
GR003187,GR008760
GR003188,GR009732
GR003189,GR004235
GR003190,GR003246
GR003191,GR007399
GR003192,GR005614
GR003193,GR003870
GR003194,GR007857
GR003195,GR007944
GR003196,GR006955
GR003197,GR005667
GR003198,GR007080
GR003199,GR008427
GR003200,GR005633
GR003201,GR003186
GR003202,GR003682
GR003203,GR005337
GR003204,GR005786
GR003205,GR003172
GR003206,GR005368
GR003207,GR005223
GR003208,GR008950
GR003209,GR007331
GR003210,GR002321
GR003211,GR000495
GR003212,GR007708
GR003213,GR002310
GR003214,GR003007
GR003215,GR004370
GR003216,GR009890
GR003217,GR009117
GR003218,GR003784
GR003219,GR006889
GR003220,GR003783
GR003221,GR001353
GR003222,GR004657
GR003223,GR008942
GR003224,GR004959
GR003225,GR003214
GR003226,GR009242
GR003227,GR002139
GR003228,GR005016
GR003229,GR004739
GR003230,GR007253
GR003231,GR000016
GR003232,GR000363
GR003233,GR004366
GR003234,GR008348
GR003235,GR008708
GR003236,GR006511
GR003237,GR007030
GR003238,GR000885
GR003239,GR006672
GR003240,GR008063
GR003241,GR007748
GR003242,GR001892
GR003243,GR002133
GR003244,GR002148
GR003245,GR007466
GR003246,GR002021
GR003247,GR003852
GR003248,GR006875
GR003249,GR009609
GR003250,GR000753
GR003251,GR000560
GR003252,GR002617
GR003253,GR005303
GR003254,GR007686
GR003255,GR002863
GR003256,GR008433
GR003257,GR006515
GR003258,GR000075
GR003259,GR006675
GR003260,GR009231
GR003261,GR000991
GR003262,GR007964
GR003263,GR005132
GR003264,GR003232
GR003265,GR001987
GR003266,GR006485
GR003267,GR003257
GR003268,GR009489
GR003269,GR009090
GR003270,GR002281
GR003271,GR000856
GR003272,GR004221
GR003273,GR000974
GR003274,GR007871
GR003275,GR008972
GR003276,GR008295
GR003277,GR006263
GR003278,GR000575
GR003279,GR001920
GR003280,GR004581
GR003281,GR003947
GR003282,GR006047
GR003283,GR009726
GR003284,GR005559
GR003285,GR002258
GR003286,GR005742
GR003287,GR006402
GR003288,GR008066
GR003289,GR000729
GR003290,GR006197
GR003291,GR000614
GR003292,GR003305
GR003293,GR000976
GR003294,GR007920
GR003295,GR001875
GR003296,GR000005
GR003297,GR003252
GR003298,GR000374
GR003299,GR004834
GR003300,GR000747
GR003301,GR009113
GR003302,GR006557
GR003303,GR008762
GR003304,GR000239
GR003305,GR007966
GR003306,GR008375
GR003307,GR005767
GR003308,GR004412
GR003309,GR008741
GR003310,GR004590
GR003311,GR008031
GR003312,GR007812
GR003313,GR002620
GR003314,GR007543
GR003315,GR007807
GR003316,GR002790
GR003317,GR000809
GR003318,GR006967
GR003319,GR006055
GR003320,GR000243
GR003321,GR005608
GR003322,GR000169
GR003323,GR007456
GR003324,GR001584
GR003325,GR004389
GR003326,GR002737
GR003327,GR004600
GR003328,GR001194
GR003329,GR000532
GR003330,GR000162
GR003331,GR007547
GR003332,GR007628
GR003333,GR009430
GR003334,GR006345
GR003335,GR005202
GR003336,GR001260
GR003337,GR006523
GR003338,GR002777
GR003339,GR002461
GR003340,GR003139
GR003341,GR008225
GR003342,GR000308
GR003343,GR000150
GR003344,GR001428
GR003345,GR005407
GR003346,GR003454
GR003347,GR005664
GR003348,GR006944
GR003349,GR006198
GR003350,GR006787
GR003351,GR005925
GR003352,GR002191
GR003353,GR007931
GR003354,GR003385
GR003355,GR003875
GR003356,GR001655
GR003357,GR004793
GR003358,GR001498
GR003359,GR005572
GR003360,GR010099
GR003361,GR009267
GR003362,GR008070
GR003363,GR001499
GR003364,GR006865
GR003365,GR008004
GR003366,GR000506
GR003367,GR008301
GR003368,GR009569
GR003369,GR002982
GR003370,GR005968
GR003371,GR001704
GR003372,GR005100
GR003373,GR009812
GR003374,GR007009
GR003375,GR005341
GR003376,GR003149
GR003377,GR006382
GR003378,GR008660
GR003379,GR008567
GR003380,GR003145
GR003381,GR003914
GR003382,GR006223
GR003383,GR005251
GR003384,GR001681
GR003385,GR004182
GR003386,GR004977
GR003387,GR005773
GR003388,GR002587
GR003389,GR002006
GR003390,GR002855
GR003391,GR000282
GR003392,GR000073
GR003393,GR003083
GR003394,GR003314
GR003395,GR000619
GR003396,GR003395
GR003397,GR002826
GR003398,GR001454
GR003399,GR010009
GR003400,GR001691
GR003401,GR001034
GR003402,GR007556
GR003403,GR006293
GR003404,GR002669
GR003405,GR005192
GR003406,GR008177
GR003407,GR000667
GR003408,GR000925
GR003409,GR001669
GR003410,GR006788
GR003411,GR008718
GR003412,GR009686
GR003413,GR008496
GR003414,GR008780
GR003415,GR007299
GR003416,GR005001
GR003417,GR005508
GR003418,GR005857
GR003419,GR006245
GR003420,GR005033
GR003421,GR006351
GR003422,GR008584
GR003423,GR008140
GR003424,GR007966
GR003425,GR007189
GR003426,GR005787
GR003427,GR000236
GR003428,GR010085
GR003429,GR009253
GR003430,GR000213
GR003431,GR004856
GR003432,GR001129
GR003433,GR001958
GR003434,GR005791
GR003435,GR001661
GR003436,GR007782
GR003437,GR009727
GR003438,GR006352
GR003439,GR006976
GR003440,GR007092
GR003441,GR009751
GR003442,GR006097
GR003443,GR008618
GR003444,GR009761
GR003445,GR007327
GR003446,GR000694
GR003447,GR006126
GR003448,GR005191
GR003449,GR010052
GR003450,GR008510
GR003451,GR006337
GR003452,GR008423
GR003453,GR008351
GR003454,GR009928
GR003455,GR009419
GR003456,GR004781
GR003457,GR007671
GR003458,GR008203
GR003459,GR004776
GR003460,GR009655
GR003461,GR001834
GR003462,GR009927
GR003463,GR006022
GR003464,GR004710
GR003465,GR005489
GR003466,GR000420
GR003467,GR002938
GR003468,GR002370
GR003469,GR008673
GR003470,GR004592
GR003471,GR007391
GR003472,GR008317
GR003473,GR000898
GR003474,GR007529
GR003475,GR003637
GR003476,GR006939
GR003477,GR008155
GR003478,GR006024
GR003479,GR003747
GR003480,GR008860
GR003481,GR004199
GR003482,GR007734
GR003483,GR007925
GR003484,GR000770
GR003485,GR002650
GR003486,GR001183
GR003487,GR003911
GR003488,GR005929
GR003489,GR005911
GR003490,GR002069
GR003491,GR000372
GR003492,GR008312
GR003493,GR004116
GR003494,GR001503
GR003495,GR001560
GR003496,GR009275
GR003497,GR005425
GR003498,GR003885
GR003499,GR009744
GR003500,GR003450
GR003501,GR001139
GR003502,GR007054
GR003503,GR007968
GR003504,GR004375
GR003505,GR003674
GR003506,GR003184
GR003507,GR000129
GR003508,GR003114
GR003509,GR001364
GR003510,GR007576
GR003511,GR009873
GR003512,GR006699
GR003513,GR004603
GR003514,GR006586
GR003515,GR008056
GR003516,GR004265
GR003517,GR008298
GR003518,GR007092
GR003519,GR008015
GR003520,GR000446
GR003521,GR002585
GR003522,GR005391
GR003523,GR002328
GR003524,GR003435
GR003525,GR003037
GR003526,GR003562
GR003527,GR004555
GR003528,GR006860
GR003529,GR000030
GR003530,GR005908
GR003531,GR002885
GR003532,GR003336
GR003533,GR008124
GR003534,GR000590
GR003535,GR001783
GR003536,GR000364
GR003537,GR009620
GR003538,GR001922
GR003539,GR004818
GR003540,GR003156
GR003541,GR006369
GR003542,GR005730
GR003543,GR008594
GR003544,GR008206
GR003545,GR007621
GR003546,GR005832
GR003547,GR002707
GR003548,GR006341
GR003549,GR004787
GR003550,GR003889
GR003551,GR003791
GR003552,GR001449
GR003553,GR009132
GR003554,GR000955
GR003555,GR000309
GR003556,GR000153
GR003557,GR007988
GR003558,GR002074
GR003559,GR009956
GR003560,GR001454
GR003561,GR003220
GR003562,GR009474
GR003563,GR006093
GR003564,GR006783
GR003565,GR009622
GR003566,GR004981
GR003567,GR005855
GR003568,GR008529
GR003569,GR005345
GR003570,GR008597
GR003571,GR006597
GR003572,GR006367
GR003573,GR006293
GR003574,GR004937
GR003575,GR006873
GR003576,GR000947
GR003577,GR003185
GR003578,GR005342
GR003579,GR002227
GR003580,GR008672
GR003581,GR002026
GR003582,GR001957
GR003583,GR004668
GR003584,GR004802
GR003585,GR006257
GR003586,GR000437
GR003587,GR006557
GR003588,GR007636
GR003589,GR003232
GR003590,GR008406
GR003591,GR007036
GR003592,GR006113
GR003593,GR001476
GR003594,GR002281
GR003595,GR002237
GR003596,GR004923
GR003597,GR009882
GR003598,GR000986
GR003599,GR004084
GR003600,GR000345
GR003601,GR003110
GR003602,GR007021
GR003603,GR004919
GR003604,GR003212
GR003605,GR006920
GR003606,GR003244
GR003607,GR000650
GR003608,GR006544
GR003609,GR001260
GR003610,GR008843
GR003611,GR003343
GR003612,GR007141
GR003613,GR003439
GR003614,GR003412
GR003615,GR001730
GR003616,GR009067
GR003617,GR001282
GR003618,GR003338
GR003619,GR000895
GR003620,GR003962
GR003621,GR001944
GR003622,GR006538
GR003623,GR008207
GR003624,GR009851
GR003625,GR009474
GR003626,GR006946
GR003627,GR004527
GR003628,GR008376
GR003629,GR004115
GR003630,GR008861
GR003631,GR008720
GR003632,GR000904
GR003633,GR008442
GR003634,GR000852
GR003635,GR002333
GR003636,GR006382
GR003637,GR004505
GR003638,GR004635
GR003639,GR009319
GR003640,GR005775
GR003641,GR003085
GR003642,GR001737
GR003643,GR004445
GR003644,GR002895
GR003645,GR007086
GR003646,GR005848
GR003647,GR005637
GR003648,GR009656
GR003649,GR003549
GR003650,GR006119
GR003651,GR007000
GR003652,GR010064
GR003653,GR007275
GR003654,GR007750
GR003655,GR002519
GR003656,GR000363
GR003657,GR003109
GR003658,GR007661
GR003659,GR004025
GR003660,GR002105
GR003661,GR008579
GR003662,GR006415
GR003663,GR006049
GR003664,GR010066
GR003665,GR001621
GR003666,GR002893
GR003667,GR008216
GR003668,GR005939
GR003669,GR007719
GR003670,GR009611
GR003671,GR005099
GR003672,GR006514
GR003673,GR003011
GR003674,GR008276
GR003675,GR009673
GR003676,GR002350
GR003677,GR002329
GR003678,GR001587
GR003679,GR003638
GR003680,GR006196
GR003681,GR001490
GR003682,GR000723
GR003683,GR008289
GR003684,GR002182
GR003685,GR001088
GR003686,GR006631
GR003687,GR009675
GR003688,GR001800
GR003689,GR000124
GR003690,GR004877
GR003691,GR004537
GR003692,GR009711
GR003693,GR007028
GR003694,GR009864
GR003695,GR000087
GR003696,GR008377
GR003697,GR000472
GR003698,GR006053
GR003699,GR000901
GR003700,GR000530
GR003701,GR002822
GR003702,GR005186
GR003703,GR005282
GR003704,GR001338
GR003705,GR008934
GR003706,GR000890
GR003707,GR000928
GR003708,GR000753
GR003709,GR006383
GR003710,GR003646
GR003711,GR006009
GR003712,GR010009
GR003713,GR008322
GR003714,GR005330
GR003715,GR004473
GR003716,GR001419
GR003717,GR009909
GR003718,GR000583
GR003719,GR002124
GR003720,GR006575
GR003721,GR007339
GR003722,GR002021
GR003723,GR000515
GR003724,GR004927
GR003725,GR004257
GR003726,GR006412
GR003727,GR004269
GR003728,GR001294
GR003729,GR002952
GR003730,GR003426
GR003731,GR006653
GR003732,GR009544
GR003733,GR010026
GR003734,GR001660
GR003735,GR001963
GR003736,GR006786
GR003737,GR006648
GR003738,GR001235
GR003739,GR008517
GR003740,GR002652
GR003741,GR005863
GR003742,GR008954
GR003743,GR004991
GR003744,GR007273
GR003745,GR000005
GR003746,GR005089
GR003747,GR003056
GR003748,GR009236
GR003749,GR008275
GR003750,GR004534
GR003751,GR008642
GR003752,GR003502
GR003753,GR009426
GR003754,GR009159
GR003755,GR001949
GR003756,GR004194
GR003757,GR004432
GR003758,GR003230
GR003759,GR000021
GR003760,GR001921
GR003761,GR003268
GR003762,GR008816
GR003763,GR009503
GR003764,GR008934
GR003765,GR006481
GR003766,GR009831
GR003767,GR008736
GR003768,GR003309
GR003769,GR003316
GR003770,GR001112
GR003771,GR003412
GR003772,GR008361
GR003773,GR006686
GR003774,GR000971
GR003775,GR007929
GR003776,GR002927
GR003777,GR000843
GR003778,GR003330
GR003779,GR003634
GR003780,GR007184
GR003781,GR009903
GR003782,GR006567
GR003783,GR007851
GR003784,GR000480
GR003785,GR000143
GR003786,GR007934
GR003787,GR004470
GR003788,GR003864
GR003789,GR007544
GR003790,GR001212
GR003791,GR009612
GR003792,GR009762
GR003793,GR002651
GR003794,GR000232
GR003795,GR009693
GR003796,GR009840
GR003797,GR000032
GR003798,GR002099
GR003799,GR003714
GR003800,GR002179
GR003801,GR003038
GR003802,GR002251
GR003803,GR005635
GR003804,GR003795
GR003805,GR005607
GR003806,GR005738
GR003807,GR000259
GR003808,GR009537
GR003809,GR009721
GR003810,GR009630
GR003811,GR004935
GR003812,GR007370
GR003813,GR008310
GR003814,GR009786
GR003815,GR001348
GR003816,GR002093
GR003817,GR008951
GR003818,GR006255
GR003819,GR007258
GR003820,GR002787
GR003821,GR008563
GR003822,GR000585
GR003823,GR006571
GR003824,GR009688
GR003825,GR006960
GR003826,GR003318
GR003827,GR003017
GR003828,GR003036
GR003829,GR001339
GR003830,GR008205
GR003831,GR002590
GR003832,GR004381
GR003833,GR003880
GR003834,GR006399
GR003835,GR008737
GR003836,GR009464
GR003837,GR006882
GR003838,GR008549
GR003839,GR006790
GR003840,GR008938
GR003841,GR004513
GR003842,GR001893
GR003843,GR003994
GR003844,GR003003
GR003845,GR005315
GR003846,GR002737
GR003847,GR005369
GR003848,GR005041
GR003849,GR005264
GR003850,GR008342
GR003851,GR008024
GR003852,GR007761
GR003853,GR005732
GR003854,GR002981
GR003855,GR004676
GR003856,GR005874
GR003857,GR001696
GR003858,GR008289
GR003859,GR008051
GR003860,GR006517
GR003861,GR006471
GR003862,GR006745
GR003863,GR003155
GR003864,GR005105
GR003865,GR005497
GR003866,GR008424
GR003867,GR008065
GR003868,GR002389
GR003869,GR003331
GR003870,GR008890
GR003871,GR009699
GR003872,GR009813
GR003873,GR009829
GR003874,GR009367
GR003875,GR005950
GR003876,GR005600
GR003877,GR005200
GR003878,GR000214
GR003879,GR007348
GR003880,GR006325
GR003881,GR000739
GR003882,GR005165
GR003883,GR000068
GR003884,GR002451
GR003885,GR010008
GR003886,GR003989
GR003887,GR009006
GR003888,GR009636
GR003889,GR002012
GR003890,GR003841
GR003891,GR001642
GR003892,GR008121
GR003893,GR000155
GR003894,GR000354
GR003895,GR003869
GR003896,GR002584
GR003897,GR005118
GR003898,GR003295
GR003899,GR008479
GR003900,GR003483
GR003901,GR003990
GR003902,GR008793
GR003903,GR000227
GR003904,GR008825
GR003905,GR000869
GR003906,GR004973
GR003907,GR006466
GR003908,GR006337
GR003909,GR001209
GR003910,GR006390
GR003911,GR002977
GR003912,GR002126
GR003913,GR002159
GR003914,GR003282
GR003915,GR006622
GR003916,GR006089
GR003917,GR006855
GR003918,GR006101
GR003919,GR003059
GR003920,GR006497
GR003921,GR003826
GR003922,GR008076
GR003923,GR003215
GR003924,GR004506
GR003925,GR009933
GR003926,GR007341
GR003927,GR010068
GR003928,GR002564
GR003929,GR000690
GR003930,GR009390
GR003931,GR008802
GR003932,GR003541
GR003933,GR005531
GR003934,GR002924
GR003935,GR009261
GR003936,GR003032
GR003937,GR001830
GR003938,GR005581
GR003939,GR005043
GR003940,GR002067
GR003941,GR001484
GR003942,GR001741
GR003943,GR000472
GR003944,GR007207
GR003945,GR004746
GR003946,GR005918
GR003947,GR004364
GR003948,GR000349
GR003949,GR010090
GR003950,GR007190
GR003951,GR002887
GR003952,GR000650
GR003953,GR004024
GR003954,GR000278
GR003955,GR004798
GR003956,GR008587
GR003957,GR008016
GR003958,GR001795
GR003959,GR003777
GR003960,GR001654
GR003961,GR000047
GR003962,GR008297
GR003963,GR000128
GR003964,GR005742
GR003965,GR002027
GR003966,GR008918
GR003967,GR003113
GR003968,GR008935
GR003969,GR008552
GR003970,GR000776
GR003971,GR008014
GR003972,GR002807
GR003973,GR000825
GR003974,GR002302
GR003975,GR003015
GR003976,GR000476
GR003977,GR001096
GR003978,GR005031
